,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229
Luminespib,0,0,0,0,0,11,111,1,1110,0,111,1011,11,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,0,0,0,0,0,0,0,11,1100,110,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1101,0,0,0,0,0,1,1110,0,0,1,100,0,1000,0,0,0,0,0,1101,0,1100,1110,1,1001,1110,0,110,11,10,1000,110,1001,11,1101,0,0,110,0,0,1010,1001,0,11,1010,101,111,10,101,10,0,0,1000,10,0,0,0,0,10,110,10,0,0,0,10,1000,1001,1000,1010,1,1010,1110,100,1100,1101,1010,0,1010,110,111,11,1110,1000,10,1001,101,1001,11,1001,111,111,1,1100,1000,110,111,1111,110,1,1101,1001,1000,1101,1001,1100,111,1011,1111,1111,1100,1111,101,1100,1110,1110,0,0,0,0,10,0,1000,0,0,0,1000,0,0,0,0,1100,0,0,0,0,100,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIM1,0,0,0,0,0,11,111,1,1110,0,111,1011,11,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1110,0,100,0,1000,0,1000,0,0,0,0,0,1100,10,1100,1100,101,1101,1000,0,100,1011,11,0,110,1000,10,0,0,0,10,0,1000,1010,0,0,10,11,100,110,11,110,100,0,0,1,10,1,0,0,1,110,0,10,10,0,0,1,1001,1000,1000,0,0,10,110,1000,1000,1001,1000,0,1001,10,111,1010,10,1000,10,1001,1001,1,10,1000,0,111,0,0,1,10,101,1100,1000,1,101,0,1001,1001,1000,0,111,1001,0,1110,0,11,100,0,1110,10,0,0,0,0,1,0,1000,0,0,0,1000,100,0,0,0,100,0,0,0,0,10,1,0,0,0,1,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MK-2206,0,0,0,0,0,11,111,1,1110,0,111,1011,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,1,0,0,0,0,0,0,0,0,11,1100,110,0,1000,1,0,0,0,0,0,0,0,0,0,0,100,0,1000,1,1101,0,0,0,0,0,1,1110,0,0,1,1000,0,0,0,0,0,0,0,1100,1000,1000,1100,1,1,1110,0,100,11,1,1000,0,1001,11,110,1010,1,0,0,0,1010,1000,0,11,10,110,110,110,111,100,0,0,1001,10,1000,0,10,0,10,1,0,10,10,0,0,1111,1001,1000,10,0,11,1000,100,100,1001,1000,1000,1000,10,0,1110,10,1100,0,1101,1,1001,1,1000,100,10,0,0,1000,110,0,1001,1110,0,10,1100,1000,1100,1000,0,111,1,0,1000,0,1100,0,0,1110,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MK-8776,0,0,0,0,0,11,111,1,1110,0,111,11,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,10,1100,0,0,0,0,0,10,1100,101,1000,0,0,0,0,0,0,0,0,0,0,0,0,101,1000,0,1,1111,1000,0,0,0,0,1,1100,0,0,101,1000,0,0,0,0,0,1,1010,1101,0,1000,1100,1,1,1111,0,100,10,1111,1011,0,1001,1110,1100,1000,1,0,0,0,1010,10,0,11,1,110,110,111,110,100,0,0,1001,10,1000,100,10,1011,11,1,1000,0,1010,100,1,101,1101,1000,1010,0,11,1000,100,100,1011,1000,1000,1000,10,1000,1100,10,100,0,1101,1001,1100,1,1000,100,1000,100,0,1000,111,1000,1001,1000,0,10,1100,1000,100,1000,10,11,1,0,1000,0,0,0,0,1110,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML323,0,0,0,0,0,11,111,1,1110,0,111,1011,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,0,0,0,0,0,0,0,11,1100,110,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1111,100,0,0,0,0,1,1100,0,0,1,1000,0,0,0,0,0,0,0,1101,0,1000,1100,1,1,1011,0,100,11,1111,1111,0,1001,110,1100,1000,1,0,0,0,1010,10,0,10,11,110,110,111,110,100,0,0,1000,10,1000,100,10,1101,11,1,1001,10,1010,0,1,1001,1101,1000,1010,0,11,1000,111,100,1001,1000,1000,1000,110,1000,1110,10,1100,0,1101,1001,1101,1,1001,100,10,100,0,1000,110,1000,1000,0,0,10,1100,1000,1100,1000,10,111,1,0,1000,0,1100,0,0,1110,1000,1000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN-64,0,0,0,0,0,11,111,1,1110,0,111,1000,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,110,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,100,0,0,0,0,0,1,1010,0,0,0,0,0,0,0,0,0,0,0,1101,0,100,1000,0,1001,1000,0,0,11,10,0,110,1000,0,0,0,0,100,0,0,1000,1000,0,10,1010,0,101,10,0,0,0,0,0,10,0,1000,0,0,10,100,10,0,0,0,0,1000,1000,1000,0,1,0,110,0,1000,1100,1000,0,1100,10,110,11,110,1000,100,11,101,1,1010,1000,10,11,1001,110,0,1010,100,1110,0,1,1,0,1000,1010,1001,1000,111,1000,1000,1100,1000,1111,0,1000,1110,1100,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirin,0,0,0,0,0,11,111,1,1100,0,111,11,11,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1110,0,100,1,0,0,1000,0,0,0,0,0,1100,0,100,1000,1,1101,1000,0,0,11,1,0,110,1000,10,1100,0,0,10,0,1000,1010,1000,0,10,10,1,101,10,11,0,0,0,1000,10,0,10,0,0,1110,0,10,0,1,0,0,1001,1000,1000,0,0,0,110,0,1000,1100,1000,0,1000,10,110,10,10,1000,10,1,1001,1,10,1000,0,111,0,0,0,10,100,1100,0,1,1,0,1000,1001,1001,1000,111,1000,0,1100,0,0,0,0,1110,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitoxantrone,0,0,0,0,0,11,111,1,1110,0,111,1011,1011,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,110,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,1,100,0,0,0,0,0,1,1110,0,0,1,0,0,1000,0,0,0,0,0,1100,0,1100,1110,1,1001,1000,0,110,11,0,1100,110,1000,10,1100,0,0,10,0,0,1000,1000,0,10,1010,100,101,10,100,0,0,0,1000,10,0,0,0,0,10,101,10,10,0,0,0,1000,1000,1000,1000,1,0,1110,110,1100,1100,1000,0,1010,111,110,11,1110,1100,10,1001,100,1001,11,1001,100,111,1,1100,1000,110,100,1111,0,1,1,1101,1000,1101,1001,100,111,1101,1111,1101,1000,1111,11,1000,1110,1000,1,0,0,1000,1,100,0,0,0,1,1010,0,0,0,0,1000,10,0,1,0,110,1000,0,0,0,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Molibresib,0,0,0,0,0,11,111,1,1110,0,111,1011,1011,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,0,0,0,0,0,0,0,11,0,110,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1000,1,1101,0,0,0,0,0,1,1110,0,10,1,1000,0,0,0,0,0,0,0,1100,10,1110,1100,1,1001,1011,10,110,11,11,1101,110,1000,111,1100,1100,1,100,0,0,1010,1010,0,11,10,111,111,10,111,100,0,0,1001,10,1000,1000,10,1011,10,1,10,111,1010,0,1,1101,1000,1000,1000,1,11,1110,110,1110,1001,1000,1000,1100,110,1110,1011,1010,1100,101,1111,1011,1001,1011,1001,100,11,0,10,1000,110,100,1101,1110,1,11,1100,1000,1110,1000,10,111,1011,100,1100,0,1111,0,0,1110,0,100,100,0,0,1,0,0,0,0,0,10,0,0,0,0,0,1000,1000,0,0,10,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSC19630,0,0,0,0,0,11,111,1,1100,0,111,10,11,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1110,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,1000,1,1000,0,0,110,0,10,0,1000,0,11,0,0,0,100,0,0,1000,1000,0,0,10,1,1101,10,1,1000,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,0,1,0,1000,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,110,10,0,1000,0,0,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NU-7441,0,0,0,0,0,11,111,1,1110,0,111,1010,11,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,11,1100,110,0,1100,1,0,10,0,0,0,0,0,0,0,0,100,1000,1000,1,1111,1100,0,0,0,0,1,1110,0,100,0,0,0,0,0,0,0,0,0,1100,0,100,1110,1,1101,1000,0,110,11,0,0,111,1100,11,0,0,0,100,0,1000,1000,1100,0,10,1010,0,101,10,100,0,0,0,0,11,0,1000,1000,0,10,100,10,1010,1,0,100,1000,1000,1000,1,1001,0,1100,0,1000,1100,1000,0,1110,10,110,11,110,1010,100,11,101,1,1010,1000,1011,11,1,110,0,10,100,1110,0,1,1,1011,1000,1010,1001,1100,111,1000,1000,1100,1000,1111,0,1000,1110,1000,0,0,0,0,10,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVP-ADW742,0,0,0,0,0,11,111,1,1110,0,111,1011,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,1,110,10,1100,0,0,0,0,0,11,1100,110,0,1000,0,0,0,0,0,0,0,0,0,0,0,101,1000,0,1,1111,1100,0,0,0,0,1,1110,0,0,1,0,0,0,0,0,0,0,0,1101,10,1100,1110,1,1001,1011,0,110,11,1101,1011,110,1101,1111,100,1100,1,100,0,0,1010,0,0,10,11,10,110,111,110,100,0,0,1000,10,1000,1000,10,1001,11,1,10,0,1010,0,0,1001,1101,1000,10,0,10,1110,100,1100,1001,1000,1000,1100,10,1110,110,10,1100,100,1111,1001,1101,1011,1000,110,11,1100,10,1000,1110,1100,1100,0,1,11,1100,1000,1110,1000,10,111,1001,0,1101,0,1111,10,0,1110,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navitoclax,0,0,0,0,0,11,111,1,1111,0,111,1111,1011,1001,1000,0,110,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1100,111,1000,1100,1,1000,10,0,0,0,0,0,0,0,0,0,0,0,1,101,100,0,0,0,0,1,1111,0,110,1,0,100,0,0,0,0,0,0,1110,10,1010,1110,101,1101,1000,11,110,1011,10,1100,1,1000,11,1100,0,0,100,0,1010,1000,1000,0,10,10,101,101,10,101,0,111,0,1100,10,0,0,1,0,10,101,0,1111,1,0,0,1000,1000,1000,1001,1101,0,1000,110,110,1100,1000,0,1010,110,0,11,10,1110,1,1101,111,1001,1,1001,111,10,1,0,1000,110,0,1001,0,0,0,1111,1000,1100,1001,1000,111,1,1000,1000,1001,1100,0,1001,1111,0,1100,0,100,0,0,0,0,100,0,0,0,0,1,0,0,1,1000,0,1000,0,0,0,0,1000,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelarabine,0,0,0,0,0,11,111,1,1100,0,111,11,1011,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,10,100,0,0,0,0,0,10,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,1000,0,1,1111,1000,0,0,0,0,1,1110,0,0,1,0,0,1000,0,0,0,0,0,1000,1,1100,1110,1,1001,111,0,110,0,111,1111,100,1011,1111,100,1100,1,110,0,0,1010,0,0,1,0,110,110,1,110,100,0,100,1000,0,1000,1000,10,1101,1,1,111,0,1010,0,0,1,101,0,10,0,10,1101,101,1100,1,0,1000,111,101,1100,0,10,100,100,1110,1000,100,1000,1,1111,100,100,10,1000,0,1111,0,0,0,1010,1101,11,10,0,10,0,1111,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nilotinib,0,0,0,0,0,11,111,1,1110,0,111,1011,1010,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,0,0,0,0,0,0,0,11,1100,111,1000,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1111,1100,0,0,0,0,1,1111,0,0,1,0,0,0,0,0,0,0,0,1100,0,1000,1100,1,1001,1110,1,100,11,1111,1101,0,1001,111,1100,1100,1,0,0,0,1010,1000,0,11,11,101,111,111,111,100,0,0,1000,10,1000,0,10,1101,11,101,1,10,1010,0,0,1001,1101,1000,10,1,11,1000,111,100,1101,1000,1000,1000,110,1000,1111,10,1100,0,1101,1101,1101,1,1001,100,10,101,0,1000,110,1000,1001,100,0,10,1100,1000,1100,1001,1010,111,1,1100,1000,1000,0,0,1000,1110,100,0,0,0,0,0,100,0,0,100,0,10,0,0,0,0,1000,0,0,0,0,0,1000,0,0,1000,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niraparib,0,0,0,0,0,11,111,1,1110,0,111,1011,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,0,0,0,0,0,0,0,11,1100,110,0,1000,0,0,0,0,0,0,0,0,0,0,0,101,1000,0,1,1111,100,0,0,0,0,1,1110,0,0,1,1000,0,0,0,0,0,0,0,1101,0,1000,1100,1,1001,1110,0,100,11,1100,1100,0,1111,10,1100,1000,0,0,0,0,1010,1010,0,11,11,101,111,111,101,100,0,0,1001,10,0,100,10,0,11,101,1000,10,0,0,1,1000,1001,1000,1010,1,10,1000,110,100,1101,1000,0,1000,10,0,1111,1010,1100,0,1101,101,1101,1,1000,100,1010,101,1000,1000,110,0,1001,1000,0,0,1100,1000,1100,1001,1100,111,1,1000,1000,1001,1100,0,1000,1110,1000,1000,0,0,0,10,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nutlin-3a (-),0,0,0,0,0,11,111,1,1110,0,111,1011,1011,1000,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1100,110,0,1100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101,0,0,0,0,0,1,1110,0,10,1,0,0,0,0,0,0,0,0,1100,11,1110,1110,1,1001,1000,10,110,11,11,0,110,1000,11,1100,0,0,100,0,0,1010,1000,0,10,10,11,111,10,11,100,0,0,1000,10,0,1000,0,1,10,0,10,101,0,0,0,1001,1000,1000,1000,0,1010,1110,0,1110,1001,1000,1000,1100,110,111,1010,10,1000,101,1011,1011,11,1011,1001,110,11,1000,10,1000,1110,1111,1101,110,1,111,1000,1000,1010,1000,0,111,1001,0,1111,0,1110,1110,0,1110,10,100,0,0,0,0,0,1000,0,0,0,1000,0,0,0,0,100,1000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OF-1,0,0,0,0,0,11,111,1,1110,0,111,1011,11,1000,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,0,0,0,0,0,0,0,11,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,101,1000,0,1,100,0,0,0,0,0,1,1110,0,100,101,0,100,0,0,0,0,1,1010,1100,0,1100,1000,1,1101,1000,0,110,11,11,1100,111,1000,11,100,0,0,100,0,10,1000,1000,0,10,10,100,100,10,101,0,111,0,1100,10,0,1000,1,0,10,1,10,10,0,100,0,1000,1000,1000,1,1000,0,1111,111,1100,1010,1000,1000,1110,110,110,10,10,1100,100,1111,1,1101,1011,1001,101,11,0,10,1000,110,1110,1101,110,1,1011,100,1000,1110,1010,11,111,1011,0,1101,0,0,11,0,1110,0,0,100,1,1000,0,1,10,0,100,0,100,1,0,10,0,0,0,1000,11,0,0,10,100,0,1000,0,1000,10,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
OTX015,0,0,0,0,0,11,111,1,1110,0,111,1011,1011,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,10,100,0,0,0,0,0,11,0,110,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1000,1,1111,100,0,0,0,0,1,1110,0,110,1,1000,0,1000,0,0,0,0,0,1100,10,1110,1100,1,1101,1011,10,100,11,11,1101,111,1000,111,1100,1100,1,10,0,1000,1010,1110,0,11,10,111,111,10,111,100,0,0,1001,11,1000,0,1010,1011,110,1,10,1111,1011,1000,1,1101,1000,1000,1,1,11,110,110,1110,1001,1000,1000,1000,110,1110,1011,1010,1110,11,1101,1011,1001,11,1001,100,111,0,0,1000,110,100,1101,1100,1,11,1110,1000,1101,1000,10,111,1011,100,1100,0,1100,0,0,1110,1000,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obatoclax,0,0,0,0,0,11,111,1,1110,0,111,1011,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,10,0,100,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1,1000,0,0,0,0,0,1,1110,0,0,1,0,0,0,0,0,0,0,0,1100,0,1100,1000,1,1001,1110,0,10,11,10,1000,0,1001,10,1100,1001,1001,100,0,0,1010,0,0,11,10,100,110,10,100,100,0,0,1000,10,1000,1000,10,0,10,1,10,10,10,0,0,1000,1001,1001,10,0,11,0,110,100,1001,1000,0,1010,10,100,1110,10,1100,0,1011,1,1001,1,1000,101,1,0,0,1000,110,0,1001,0,0,0,1101,1000,1110,1000,0,111,1,0,0,0,0,0,0,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olaparib,0,0,0,0,0,11,111,1,1110,0,111,1011,1011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1100,110,0,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,100,0,0,0,0,0,1,1111,0,0,1,1000,0,0,0,0,0,0,0,1101,0,1000,1100,1,1001,1000,0,1100,11,0,0,0,1000,11,110,10,0,0,0,0,1010,1000,0,11,10,1,111,10,1,0,0,0,1001,10,0,0,0,0,10,100,0,0,0,0,1,1010,1000,1000,0,1,11,1000,0,100,1101,1000,0,1000,110,0,1011,10,1000,0,1001,101,1,1,1001,100,10,1,0,1000,110,0,1000,1110,0,0,1000,1000,1000,1001,1000,111,1,1000,1000,1000,1100,0,1000,1110,1000,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osi-027,0,0,0,0,0,11,111,1,1110,0,111,1011,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,10,1100,0,0,0,0,0,11,1100,110,0,1000,0,0,0,0,0,0,0,0,0,0,0,101,1000,0,1,1111,1110,0,0,0,0,1,1110,0,0,1,1000,0,1000,0,0,0,0,0,1101,0,1100,1000,1,1001,1111,0,110,11,111,1111,1110,1111,110,1100,1001,1001,110,0,0,1010,1010,0,11,10,110,1111,11,110,1100,0,100,1001,10,1000,1100,10,1111,11,1,1111,10,1010,0,1,1101,1101,1001,10,1,11,1111,111,1100,1001,1000,1000,1110,110,1110,1111,10,1100,100,1111,1001,1101,1011,1001,101,1111,100,10,1000,110,1100,1101,1000,1,11,1101,1000,1110,1000,10,111,1001,1000,1101,1000,1111,1,1000,1110,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0,1000,0,0,0,0,10,0,0,0,0,0,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osimertinib,0,0,0,0,0,11,111,1,1111,0,111,1011,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,0,0,0,0,0,0,0,11,1100,110,0,1000,0,0,0,0,0,0,0,0,0,0,0,101,1000,0,1,1111,1100,0,0,0,0,1,1110,0,0,1,0,0,0,0,0,0,0,0,1100,0,1100,1100,1,1001,1110,0,110,11,1111,1101,110,1111,111,1100,1100,1,100,0,0,1010,1000,0,11,11,101,111,111,111,100,0,0,1000,10,1000,1000,10,1001,11,1,10,10,1010,0,0,1001,1101,1000,10,0,11,1111,111,1100,1101,1000,1000,1110,110,1110,1110,10,1100,100,1111,1001,1101,1011,1001,101,11,100,10,1000,110,1110,1101,100,1,1011,1101,1000,1110,1000,1010,111,1011,0,1101,0,1100,11,0,1110,1000,0,100,0,1000,0,0,10,0,100,0,10,1,0,10,0,0,0,1000,1,0,0,0,100,0,1000,0,100,10,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Oxaliplatin,0,0,0,0,0,11,111,1,1100,0,111,11,11,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1110,0,0,1,0,0,1000,0,0,0,0,0,1000,10,1000,1100,1,1000,0,0,100,0,0,0,1000,0,0,100,0,0,10,0,0,0,1000,0,0,0,0,1001,0,0,1000,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,100,0,0,0,0,0,0,1,100,0,0,10,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
P22077,0,0,0,0,0,11,111,1,1000,0,111,10,11,1,1000,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1100,0,0,0,0,0,1,1111,0,100,0,100,0,0,0,0,0,0,0,1000,0,1100,1000,1,1101,0,0,1000,11,10,1100,1,1000,0,1,0,100,0,0,1000,1000,1101,0,0,1010,100,101,10,100,11,0,0,1000,11,0,1,1000,0,10,100,0,1010,1,0,110,1000,1000,1000,1,1101,0,0,110,100,1100,1010,0,1000,10,0,11,10,1010,0,1001,101,1001,0,1000,0,10,1,0,100,110,0,1000,0,0,0,10,1000,1100,1001,1000,111,1,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAK,0,0,0,0,0,11,111,1,1110,0,111,11,1011,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1110,0,0,1,0,0,1000,0,0,0,0,0,1000,10,1000,1100,1,1000,0,0,100,0,10,0,1000,0,10,1100,0,0,10,0,0,0,1000,0,0,0,1,1001,0,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,1000,1000,0,0,0,0,0,10,100,0,1,10,0,0,1000,0,10,0,1,100,100,0,0,0,0,100,1,110,0,0,1001,0,0,0,0,1,1001,1000,100,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
